name,brand,category,dimensions,description,image_url,galeria_urls,file_2d_url,file_3d_url
Mesa de Cabeceira Bona,"Folio A partir de: R$8,424",Mesa,"060x050x060 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de cabeceira Bona apresenta um design contemporâneo e minimalista, com linhas retas e elegantes","A mesa de cabeceira Bona apresenta um design contemporâneo e minimalista, com linhas retas e elegantes. Seu visual limpo e sofisticado combina perfeitamente com diferentes estilos de decoração, oferecendo funcionalidade e estilo ao ambiente. Composta por duas gavetas, a Bona oferece excelente capacidade de armazenamento, mantendo os itens essenciais sempre ao alcance. As gavetas contam com corrediças metálicas que proporcionam um deslizamento suave e silencioso, garantindo praticidade no dia a dia. A base metálica em estrutura vazada confere leveza visual e estabilidade ao móvel, além de criar um contraste sutil com a madeira. Disponível em diversos tamanhos e cores.",https://folioliving.com.br/assets/uploads/2023/02/1-46.jpg,"[""https://folioliving.com.br/assets/uploads/2023/02/6-13.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/3-26.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/2-27.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/4-23.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/5-13.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/1-47.jpg""]",https://www.dropbox.com/scl/fi/ejzs063pgvv3cy6yllo24/Mesa_Cabeceira_BONA_2_gavetas_des_2D_Folio.jpg?rlkey=wawiq23iabugys0kfu48s5pnh&dl=0,https://3dwarehouse.sketchup.com/model/310c905c-304f-4495-bf23-03e5590f2bb5/Mesa-de-Cabeceira-Bona-Grupo-Arte-Nova
Vaso Lyla,Folio A partir de: R$9,Vaso,"045Øx042h *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O vaso Lyla combina um design contemporâneo com um visual minimalista, marcado por formas cilíndricas puras e acabamento em granilite","O vaso Lyla combina um design contemporâneo com um visual minimalista, marcado por formas cilíndricas puras e acabamento em granilite. Seu estilo versátil e atemporal permite composições elegantes tanto em ambientes internos quanto externos. Fabricado em aço carbonol, o Lyla é ideal para acomodar diferentes tipos de plantas, de pequeno a médio porte. Sua estética limpa e neutra valoriza a vegetação, criando um contraste sofisticado entre o verde das folhas e a superfície clara do vaso. Disponível em múltiplos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2023/02/1-48.jpg,"[""https://folioliving.com.br/assets/uploads/2023/02/6-14.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/2-28.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/9-6.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/3-27.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/7-7.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/8-7.jpg""]",,https://3dwarehouse.sketchup.com/model/622b5cee-bdde-46b7-90de-4c19773ada5d/Vaso-Lyla
Poltrona Babi,Folio A partir de: R$6,Poltrona,"068x068x074 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A poltrona Babi conta com um design contemporâneo, marcado por linhas curvas suaves e uma estética minimalista","A poltrona Babi conta com um design contemporâneo, marcado por linhas curvas suaves e uma estética minimalista. Seu encosto arredondado e contínuo envolve o corpo com conforto e elegância, enquanto o assento é generosamente estofado, proporcionando uma experiência relaxante. Sua estrutura conta com uma base leve e pés metálicos esguios, que conferem sofisticação e leveza ao conjunto. Ideal para compor salas de estar, quartos ou ambientes de espera, a poltrona Babi se adapta com facilidade a diferentes estilos de decoração, unindo funcionalidade com um toque de elegância atemporal. Disponível em diversos acabamentos.",https://folioliving.com.br/assets/uploads/2022/06/1-182.jpg,"[""https://folioliving.com.br/assets/uploads/2022/06/5-54.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/3-110.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/2-117.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/4-88.jpg""]",,https://3dwarehouse.sketchup.com/model/8e47d3c5-73d0-46ac-b99d-5869ffbb4cff/Poltrona-Babi
Espelho Appare,Folio A partir de: R$7,Espelho,"080Ø *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O espelho Appare conta com um design contemporâneo, marcado por linhas minimalistas","O espelho Appare conta com um design contemporâneo, marcado por linhas minimalistas. Com formato redondo e proporções equilibradas, ele é uma peça que transmite elegância e sofisticação com simplicidade. Sua moldura metálica fina contorna o espelho com leveza, criando um detalhe sutil que valoriza sua presença no ambiente. Versátil, o Appare pode ser utilizado em halls, lavabos, quartos ou composições decorativas, adaptando-se com facilidade a diferentes estilos de interiores. Une funcionalidade com elegância atemporal, sendo personalizável em diversos acabamentos e tamanhos.",https://folioliving.com.br/assets/uploads/2022/05/1-105.jpg,"[""https://folioliving.com.br/assets/uploads/2022/05/2-79.jpg""]",,https://3dwarehouse.sketchup.com/model/d1f762cd-ae9a-4088-963f-56df9eca2215/Espelho-Appare
Mesa de Jantar Don,Folio A partir de: R$21,Mesa de Jantar,"200X100x075 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de jantar Don conta com um design contemporâneo, marcado por formas orgânicas e proporções equilibradas","A mesa de jantar Don conta com um design contemporâneo, marcado por formas orgânicas e proporções equilibradas. Seu tampo oval em madeira com acabamento natural traz leveza visual, enquanto a base cônica em concreto traz solidez e sofisticação, criando um contraste elegante entre materiais. A Don oferece amplitude e conforto para refeições em grupo, sendo ideal para ambientes sociais e salas de jantar que valorizam tanto a estética quanto a funcionalidade. A base central permite melhor aproveitamento do espaço ao redor da mesa, garantindo liberdade de movimento e versatilidade na composição com diferentes cadeiras. Personalizável em diferentes cores de base e acabamentos do tampo.",https://folioliving.com.br/assets/uploads/2022/06/1-184.jpg,"[""https://folioliving.com.br/assets/uploads/2022/06/6-59.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/4-89.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/2-118.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/8-10.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/7-15.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/1-185.jpg""]",,https://3dwarehouse.sketchup.com/model/878d311a-c501-44be-803a-bc088e2b844c/Mesa-de-Jantar-Don-Oval
Mesa Lateral Flat,Folio A partir de: R$5,Mesa Lateral,"040x040x045 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa lateral Flat apresenta um design contemporâneo, leve e funcional, ideal para complementar sofás, poltronas e ambientes versáteis","A mesa lateral Flat apresenta um design contemporâneo, leve e funcional, ideal para complementar sofás, poltronas e ambientes versáteis. Com linhas retas e estrutura esbelta, ela combina estética minimalista com praticidade no uso cotidiano. Disponível em duas versões de tampo — quadrado e redondo — a Flat se adapta com facilidade a diferentes propostas de interiores, sendo perfeita para apoiar objetos decorativos, bebidas ou eletrônicos. Sua base metálica plana e fina permite encaixe parcial sob sofás e poltronas, otimizando espaço e facilitando o alcance.",https://folioliving.com.br/assets/uploads/2022/06/1-189.jpg,"[""https://folioliving.com.br/assets/uploads/2022/06/9-14-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/8-16-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/5-56.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/3-111.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/2-121.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/6-60.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/7-16.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/1-190.jpg""]",https://www.dropbox.com/scl/fi/o36vfklptgw86zesflpxj/Mesa_Lateral_ELLE_des_2D_Folio.jpg?rlkey=v7x8to2saalf9kgmr7eluu3vz&dl=0,https://3dwarehouse.sketchup.com/model/b8472d45-da0c-44b4-9a5b-6712bce1d73a/Mesas-Laterais-Flat
Mesa de Centro Island,Folio A partir de: R$10,Mesa de Centro,"140x110x030 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de centro Island aposta em formas orgânicas e uma presença sólida para compor ambientes com sofisticação","A mesa de centro Island aposta em formas orgânicas e uma presença sólida para compor ambientes com sofisticação. Seu tampo assimétrico remete à textura de rochas naturais, enquanto a base cilíndrica adiciona estabilidade e contraste visual. Combinando materiais de caráter bruto e elegante, a Island é uma peça que se destaca tanto isoladamente quanto em composição com outras mesas da linha. Seu design limpo e escultural reforça a ideia de um mobiliário atemporal, ideal para espaços que valorizam equilíbrio entre forma e matéria. Disponível em múltiplos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2025/05/cadeira-legiti-perfu-1.jpg,"[""https://folioliving.com.br/assets/uploads/2025/05/9-1.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/5-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/3-6.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/2-9.jpg""]",,https://3dwarehouse.sketchup.com/model/d3cbfc52-274c-4aab-9777-ec64894a4e3b/Mesa-de-Centro-Island
Banco Dubb,Folio A partir de: R$9,Banco,"180x035x045 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O banco Dubb apresenta um design contemporâneo, marcado por linhas retas e minimalistas","O banco Dubb apresenta um design contemporâneo, marcado por linhas retas e minimalistas. Seu assento estofado proporciona conforto com elegância, enquanto a estrutura metálica vazada confere leveza visual e versatilidade ao conjunto. Com proporções bem definidas e traços sutis, o Dubb se adapta com facilidade a diferentes ambientes — desde halls de entrada e áreas sociais até dormitórios e espaços comerciais. Seu visual limpo valoriza a composição do espaço, funcionando como um apoio funcional e decorativo. Personalizável em diversos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2022/05/13-2.jpg,"[""https://folioliving.com.br/assets/uploads/2022/05/17-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/15-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/2-81.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/3-69.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/9-6.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/16-1-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/3963a84e-1db1-4d45-8375-c0294f8fe48c/Banco-Dubb-Folio
Espelho Palla,Folio A partir de: R$4,Espelho,"060X050 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O espelho Palla conta com um design contemporâneo, marcado por linhas suaves e minimalistas","O espelho Palla conta com um design contemporâneo, marcado por linhas suaves e minimalistas. Sua forma orgânica arredondada oferece um visual fluido e descontraído, perfeito para composições modernas e ambientes com personalidade. A moldura sutil com acabamento fosco abraça o espelho de forma delicada, criando um contraste leve e elegante. Ideal para halls, quartos, banheiros ou espaços sociais, o Palla traz versatilidade e charme ao ambiente. Une funcionalidade com elegância atemporal, adaptando-se com facilidade a diferentes estilos de decoração. Personalizável em diversos acabamentos.",https://folioliving.com.br/assets/uploads/2022/05/1-103.jpg,"[""https://folioliving.com.br/assets/uploads/2022/05/3-71-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/4-56-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/2-77.jpg""]",,https://3dwarehouse.sketchup.com/model/bb1c5528-0417-4138-8ec7-24e4fe772484/Espelho-Palla
Mesa de Jantar Orion,Folio + Neriage A partir de: R$62,Mesa de Jantar,"240x120x076 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição Com formas orgânicas e materiais cuidadosamente escolhidos, a mesa de jantar Orion expressa equilíbrio entre estrutura e suavidade","Com formas orgânicas e materiais cuidadosamente escolhidos, a mesa de jantar Orion expressa equilíbrio entre estrutura e suavidade. O tampo em madeira, de contorno fluido e perfil delgado, valoriza a leveza visual da peça e ressalta a textura natural do material. A base curva é revestida em couro plissado, trazendo movimento e um refinamento artesanal que remete ao universo da moda. As pregas verticais criam uma superfície dinâmica e tátil, que contrasta com a pureza do tampo e reforça a identidade única da mesa. Disponível em múltiplos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2025/05/4-5.jpg,"[""https://folioliving.com.br/assets/uploads/2025/05/5-3.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/3-5.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/2-7.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/6-3.jpg""]",,https://3dwarehouse.sketchup.com/model/5be7a401-f354-4fe7-8c51-e896dce6e48a/Mesa-de-Jantar-Orion-Plissados
Puff Dubb,Folio A partir de: R$3,Puff,"050x050x041 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O puff Dubb é uma peça de design minimalista que alia leveza estrutural e sofisticação nos detalhes","O puff Dubb é uma peça de design minimalista que alia leveza estrutural e sofisticação nos detalhes. Seu formato cúbico é composto por uma base metálica em estrutura aberta, com perfis delgados que formam um contorno geométrico limpo e elegante. Essa base confere leveza visual e estabilidade ao conjunto, além de evidenciar o cuidado construtivo e a precisão nas junções. Disponível em dois tamanhos e múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2025/04/1-18.jpg,"[""https://folioliving.com.br/assets/uploads/2025/04/2-10.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/1-19.jpg""]",https://www.dropbox.com/scl/fo/g51fkor1tc2rznks163q3/ANRdlAWrh2nOoJi8eGkZpBI?rlkey=78hhx1j64wo1kys9yz80i41f5&st=vpx6wk52&dl=0,https://3dwarehouse.sketchup.com/model/82552daf-ba04-4cab-b6f4-fdfc28f7071b/Puff-Dubb-Folio
